"c1" "c2" "c3" "c4" "t1" "t2" "t3" "t4"
"697" 9 6 3 7 17 21 23 17
"698" 68 47 52 55 87 93 80 68
"699" 0 0 0 0 0 0 0 0
"700" 0 0 0 0 0 0 0 0
"701" 12 7 5 6 7 16 10 5
"702" 0 0 0 0 0 0 0 0
"703" 0 0 0 0 0 0 0 0
"704" 0 0 0 0 0 0 0 0
"705" 3 1 1 1 1 2 1 0
"706" 19 15 10 20 11 23 18 33
"707" 0 0 0 0 0 0 0 0
"708" 105 181 102 100 143 181 115 176
"709" 25 24 27 19 19 43 22 35
"710" 0 0 0 0 0 0 0 0
"711" 5 7 5 10 25 29 30 26
"712" 2 1 3 4 6 5 6 3
"713" 18 16 10 30 12 14 4 9
"714" 15 21 17 32 24 25 25 37
"715" 12 15 17 24 24 13 19 22
"716" 28 43 27 32 26 41 29 33
"717" 19 32 25 28 26 19 36 35
"718" 15 32 16 18 11 19 18 25
"719" 5 14 6 16 10 18 13 21
"720" 0 0 0 0 0 0 0 0
"721" 2 6 8 9 10 7 9 2
"722" 5 13 16 18 17 16 13 19
"723" 4 3 3 4 4 7 4 1
"724" 0 0 0 0 0 0 0 0
"725" 2 2 1 1 3 2 4 2
"726" 3 6 7 11 0 9 3 1
"727" 40 28 23 22 42 53 41 40
"728" 0 0 0 0 0 0 0 0
"729" 0 0 0 0 0 0 0 0
"730" 2 10 2 8 7 8 7 9
"731" 3 3 4 1 8 10 6 8
"732" 6 9 11 6 6 8 12 6
"733" 14 24 30 29 20 15 12 18
"734" 2 9 7 1 5 8 5 7
"735" 0 0 0 0 0 0 0 0
"736" 38 38 33 28 35 36 29 47
"737" 13 43 18 31 38 36 34 27
"738" 9 7 4 4 9 7 8 7
"739" 2 4 6 4 3 10 7 4
"740" 0 0 0 0 0 0 0 0
"741" 13 14 22 16 24 21 11 8
"742" 46 35 29 34 77 74 82 48
"743" 5 14 5 8 5 6 4 9
"744" 4 6 3 6 9 5 7 11
"745" 13 12 9 16 10 20 12 21
"746" 4 11 4 5 2 3 3 2
"747" 23 27 49 36 17 12 10 10
"748" 32 48 32 34 31 36 23 45
"749" 32 47 15 34 54 57 29 60
"750" 0 0 0 0 0 0 0 0
"751" 27 41 24 54 46 59 51 55
"752" 25 9 15 28 35 19 12 30
"753" 5 6 3 2 5 3 4 3
"754" 11 35 31 40 46 51 26 54
"755" 24 41 38 19 35 42 63 29
"756" 0 0 0 0 0 0 0 0
"757" 2 0 1 2 3 0 2 2
"758" 6 0 3 4 7 3 1 4
"759" 14 11 16 10 29 17 7 16
"760" 26 33 34 39 32 50 45 50
"761" 3 3 5 4 4 3 1 2
"762" 8 13 14 16 17 22 17 12
"763" 7 10 3 12 11 16 8 14
"764" 10 16 14 16 52 65 38 63
"765" 33 23 11 26 36 27 17 40
"766" 13 15 18 12 34 32 21 15
"767" 18 16 14 11 31 26 32 14
"768" 0 0 0 0 0 0 0 0
"769" 7 8 10 9 9 16 8 9
"770" 40 58 37 49 59 50 41 31
"771" 0 0 0 0 0 0 0 0
"772" 93 147 118 135 125 160 123 145
"773" 3 5 5 12 14 13 8 11
"774" 36 43 34 41 69 34 55 54
"775" 3 6 7 2 6 8 15 9
"776" 4 4 4 4 3 7 0 6
"777" 7 12 15 26 21 19 35 26
"778" 1 1 3 5 2 7 7 3
"779" 0 0 0 0 0 0 0 0
"780" 0 0 0 0 0 0 0 0
"781" 0 0 0 0 0 0 0 0
"782" 17 8 7 15 20 14 20 29
"783" 22 27 16 13 28 30 32 18
"784" 9 5 8 12 14 14 17 10
"785" 20 23 14 28 35 23 27 22
"786" 1 2 2 3 4 0 3 6
"787" 0 0 0 0 0 0 0 0
"788" 0 0 0 0 0 0 0 0
"789" 0 0 0 0 0 0 0 0
"790" 0 0 0 0 0 0 0 0
"791" 0 0 0 0 0 0 0 0
"792" 21 24 25 38 24 40 13 16
"793" 0 0 0 0 0 0 0 0
"794" 0 0 0 0 0 0 0 0
"795" 0 0 0 0 0 0 0 0
"796" 15 18 34 32 42 46 34 20
"797" 15 16 25 11 17 27 18 39
"798" 7 10 16 17 22 21 18 16
"799" 0 0 0 0 0 0 0 0
"800" 8 11 11 16 15 8 16 13
"801" 3 8 2 6 1 1 1 0
"802" 0 0 0 0 0 0 0 0
"803" 40 46 32 35 42 45 50 72
"804" 0 0 0 0 0 0 0 0
"805" 5 14 12 9 16 12 13 14
"806" 0 0 0 0 0 0 0 0
"807" 8 14 6 23 10 13 17 9
"808" 15 13 11 10 12 32 17 19
"809" 3 6 5 3 4 4 2 7
"810" 0 0 0 0 0 0 0 0
"811" 15 24 17 21 44 25 17 22
"812" 0 0 0 0 0 0 0 0
"813" 0 1 2 4 1 1 5 0
"814" 11 19 10 28 29 46 52 42
"815" 20 30 15 21 13 17 16 14
"816" 0 0 0 0 0 0 0 0
"817" 18 21 11 23 19 22 29 33
"818" 10 21 14 14 22 18 15 30
"819" 0 0 2 0 3 0 1 0
"820" 70 80 71 72 61 67 38 64
"821" 0 0 0 0 0 0 0 0
"822" 10 16 10 26 21 23 18 12
"823" 8 4 4 6 10 5 8 4
"824" 0 0 0 0 0 0 0 0
"825" 0 0 0 0 0 0 0 0
"826" 11 15 11 22 19 19 14 16
"827" 5 1 5 2 7 0 3 7
"828" 5 23 14 13 15 29 15 8
"829" 10 4 11 17 16 19 14 8
"830" 2 1 0 2 3 2 2 0
"831" 11 26 14 12 16 16 18 40
"832" 9 12 6 8 12 13 8 28
"833" 3 7 5 8 10 7 6 11
"834" 7 13 8 13 12 7 11 16
"835" 24 4 5 17 42 28 17 42
"836" 0 0 0 0 0 0 0 0
"837" 2 0 1 1 3 1 1 0
"838" 5 5 4 6 1 7 2 5
"839" 4 14 9 5 17 5 12 6
"840" 8 15 15 10 17 13 15 17
"841" 0 0 0 0 0 0 0 0
"842" 33 61 29 51 50 77 49 69
"843" 0 0 0 0 0 0 0 0
"844" 5 8 4 1 9 12 4 1
"845" 11 11 10 8 7 17 6 17
"846" 0 0 0 0 0 0 0 0
"847" 8 11 7 10 12 22 8 13
"848" 0 0 0 0 0 0 0 0
"849" 33 54 21 54 95 51 61 82
"850" 9 10 11 18 15 19 12 17
"851" 20 36 49 68 56 47 47 57
"852" 11 11 10 4 9 15 12 15
"853" 33 41 39 33 36 56 45 32
"854" 10 8 13 11 16 12 13 17
"855" 0 0 0 0 0 0 0 0
"856" 12 29 13 26 22 28 16 23
"857" 29 12 22 28 27 34 21 37
"858" 17 10 5 4 13 10 11 9
"859" 0 0 0 0 0 0 0 0
"860" 3 0 3 4 7 5 4 3
"861" 4 11 8 20 11 16 14 8
"862" 0 0 0 0 0 0 0 0
"863" 4 9 12 10 18 15 10 17
"864" 7 14 12 4 8 17 10 11
"865" 4 5 5 10 7 7 4 4
"866" 14 12 15 9 9 15 20 23
"867" 0 0 0 0 0 0 0 0
"868" 29 33 36 27 27 38 40 75
"869" 17 11 10 19 13 20 12 20
"870" 0 0 0 0 0 0 0 0
"871" 0 0 0 0 0 0 0 0
"872" 5 3 2 5 2 5 8 7
"873" 0 0 0 0 0 0 0 0
"874" 13 31 11 17 21 29 15 18
"875" 1 5 3 3 7 4 4 6
"876" 2 3 1 7 3 5 2 4
"877" 8 9 5 8 7 11 9 15
"878" 16 25 13 11 9 26 14 7
"879" 1 0 3 5 4 4 5 2
"880" 0 0 0 0 0 0 0 0
"881" 0 8 5 5 2 0 2 2
"882" 13 8 10 14 61 45 46 64
"883" 0 0 0 0 0 0 0 0
"884" 20 20 13 19 28 30 23 33
"885" 5 10 6 1 4 5 7 3
"886" 1 0 1 0 3 1 1 3
"887" 13 21 19 21 27 22 23 22
"888" 20 34 15 40 32 43 43 41
"889" 0 0 0 0 0 0 0 0
"890" 0 0 0 0 0 0 0 0
"891" 0 0 0 0 0 0 0 0
"892" 1 6 1 0 6 2 4 2
"893" 0 0 0 0 0 0 0 0
"894" 3 1 4 1 1 2 1 2
"895" 9 24 13 19 23 21 27 24
"896" 7 17 6 4 9 7 12 16
"897" 11 27 18 16 15 18 10 15
"898" 0 0 0 0 0 0 0 0
"899" 32 46 49 46 44 54 63 75
"900" 0 0 0 0 0 0 0 0
"901" 2 1 0 0 2 0 3 1
"902" 126 138 195 156 314 274 270 233
"903" 0 0 0 0 0 0 0 0
"904" 3 6 3 6 5 2 10 12
"905" 0 0 0 0 0 0 0 0
"906" 0 0 0 0 0 0 0 0
"907" 18 10 11 16 15 21 13 11
"908" 2 6 3 1 10 6 9 6
"909" 6 1 5 10 11 6 10 6
"910" 29 57 37 45 47 64 52 50
"911" 0 0 0 0 0 0 0 0
"912" 0 0 0 0 0 0 0 0
"913" 1 1 1 2 7 9 8 2
"914" 0 0 0 0 0 0 0 0
"915" 3 3 0 8 3 2 1 2
"916" 0 0 0 0 0 0 0 0
"917" 0 0 0 0 0 0 0 0
"918" 0 0 0 0 0 0 0 0
"919" 26 15 22 23 22 28 30 36
"920" 0 0 0 0 0 0 0 0
"921" 0 0 0 0 0 0 0 0
"922" 2 5 4 5 3 7 5 11
"923" 30 29 22 67 117 88 159 188
"924" 26 33 29 35 24 40 27 29
"925" 20 28 17 14 15 10 10 20
"926" 56 19 28 22 34 32 45 58
"927" 67 85 125 82 118 169 74 88
"928" 4 3 2 5 5 0 3 3
"929" 16 13 11 12 21 18 14 6
"930" 0 0 0 0 0 0 0 0
"931" 8 14 11 17 17 27 17 19
"932" 58 57 37 65 73 78 56 109
"933" 59 62 53 82 69 72 73 57
"934" 23 27 27 21 22 31 25 23
"935" 3 7 3 7 12 6 7 9
"936" 0 0 0 0 0 0 0 0
"937" 16 36 22 24 27 22 9 21
"938" 0 2 2 1 3 5 2 3
"939" 45 18 23 35 22 42 23 44
"940" 19 39 18 42 13 5 14 13
"941" 0 1 0 0 4 1 6 3
"942" 0 0 0 0 0 0 0 0
"943" 5 6 3 4 10 9 7 7
"944" 4 9 13 7 6 7 10 13
"945" 12 22 16 13 40 44 52 47
"946" 3 12 4 3 9 13 7 6
"947" 9 20 10 12 21 15 21 12
"948" 0 0 0 0 0 0 0 0
"949" 40 65 33 50 65 64 47 49
"950" 0 0 0 0 0 0 0 0
"951" 1 8 10 2 10 9 12 7
"952" 3 7 3 10 9 8 8 7
"953" 21 18 16 20 39 19 38 20
"954" 0 3 3 1 3 3 2 2
"955" 8 16 9 22 19 13 8 8
"956" 9 13 8 9 16 9 12 12
"957" 5 3 8 7 5 18 4 4
"958" 4 6 6 8 10 8 9 11
"959" 19 28 25 34 50 36 19 44
"960" 0 0 0 0 0 0 0 0
"961" 21 13 19 23 35 46 30 29
"962" 11 3 15 12 9 14 15 13
"963" 27 36 15 32 33 22 40 33
"964" 6 4 3 10 12 12 10 16
"965" 0 2 0 2 1 2 4 3
"966" 0 0 0 0 0 0 0 0
"967" 0 0 0 0 0 0 0 0
"968" 8 15 6 5 11 20 12 23
"969" 13 16 15 22 11 14 27 31
"970" 36 50 38 48 41 23 59 25
"971" 9 7 11 11 12 21 17 9
"972" 33 30 24 25 32 26 34 24
"973" 12 30 11 20 23 17 19 35
"974" 0 0 0 0 0 0 0 0
"975" 35 69 50 81 125 63 78 66
"976" 0 2 1 2 0 3 1 2
"977" 0 0 0 0 0 0 0 0
"978" 0 0 0 0 0 0 0 0
"979" 3 3 4 1 7 4 7 2
"980" 27 14 18 29 28 48 30 30
"981" 10 15 15 17 21 9 18 16
"982" 21 52 17 24 39 35 47 39
"983" 17 15 17 16 20 19 37 25
"984" 6 8 4 7 6 9 6 8
"985" 5 6 5 3 3 9 3 3
"986" 13 9 7 18 10 21 9 12
"987" 0 0 0 0 0 0 0 0
"988" 0 0 0 0 0 0 0 0
"989" 3 6 0 2 2 2 2 1
"990" 0 0 0 0 0 0 0 0
"991" 6 23 22 24 21 30 25 25
"992" 23 28 17 24 20 14 36 28
"993" 0 0 0 0 0 0 0 0
"994" 6 6 3 2 11 3 9 2
"995" 2 1 5 4 1 2 0 0
"996" 13 17 17 12 79 30 48 56
"997" 0 0 0 0 0 0 0 0
"998" 6 9 4 11 18 15 12 11
"999" 0 0 0 0 0 0 0 0
"1000" 6 11 9 9 22 16 13 22
"1001" 3 5 3 5 2 1 4 10
"1002" 0 1 1 1 2 2 2 0
"1003" 8 9 5 9 9 5 9 6
"1004" 7 4 3 1 5 1 4 4
"1005" 0 0 0 0 0 0 0 0
"1006" 1 0 0 1 1 0 1 2
"1007" 8 6 8 11 7 10 8 9
"1008" 4 0 1 2 2 6 7 6
"1009" 6 5 5 5 4 4 4 1
"1010" 46 27 41 32 41 53 54 63
"1011" 113 85 60 96 110 126 106 121
"1012" 0 0 0 0 0 0 0 0
"1013" 13 24 19 16 17 30 18 31
"1014" 5 7 3 4 14 8 9 7
"1015" 14 28 26 19 38 40 48 38
"1016" 15 21 13 11 27 15 24 12
"1017" 7 7 4 2 8 4 2 11
"1018" 18 26 20 33 115 84 90 100
"1019" 15 12 13 16 30 18 17 31
"1020" 27 38 22 31 43 36 28 17
"1021" 0 0 0 0 0 0 0 0
"1022" 3 11 1 12 14 9 13 20
"1023" 10 7 6 13 10 17 14 16
"1024" 2 6 4 2 2 3 1 6
"1025" 0 0 0 0 0 0 0 0
"1026" 73 67 90 97 102 119 128 85
"1027" 0 0 0 0 0 0 0 0
"1028" 12 9 4 5 7 9 3 10
"1029" 40 43 58 69 80 98 73 68
"1030" 0 0 0 0 0 0 0 0
"1031" 12 15 9 6 10 15 16 24
"1032" 9 10 9 6 8 7 14 12
"1033" 0 0 0 0 0 0 0 0
"1034" 27 27 26 72 55 50 48 55
"1035" 0 0 0 0 0 0 0 0
"1036" 14 8 9 13 13 12 11 16
"1037" 46 59 28 60 54 59 56 53
"1038" 14 13 12 34 11 19 17 28
"1039" 0 0 0 0 0 0 0 0
"1040" 12 24 19 22 16 23 17 18
"1041" 0 0 0 0 0 0 0 0
"1042" 20 13 9 13 9 17 13 19
"1043" 9 15 12 20 17 15 12 22
"1044" 14 20 28 20 45 24 24 27
"1045" 0 0 0 0 0 0 0 0
"1046" 0 0 0 0 0 0 0 0
"1047" 15 27 12 18 20 22 19 21
"1048" 0 0 0 0 0 0 0 0
"1049" 18 32 23 43 51 46 38 45
"1050" 0 0 0 0 0 0 0 0
"1051" 3 6 6 8 8 9 5 6
"1052" 10 8 6 11 8 7 16 4
"1053" 2 4 3 7 11 3 3 9
"1054" 5 6 5 6 5 5 4 3
"1055" 2 0 1 1 3 2 2 2
"1056" 0 0 0 0 0 0 0 0
"1057" 5 1 0 3 6 7 4 6
"1058" 4 3 1 0 3 1 0 3
"1059" 0 0 0 0 0 0 0 0
"1060" 0 0 0 0 0 0 0 0
"1061" 4 8 5 7 9 15 8 3
"1062" 0 7 4 1 3 4 3 6
"1063" 0 0 0 0 0 0 0 0
"1064" 0 0 0 0 0 0 0 0
"1065" 59 53 44 44 69 44 55 65
"1066" 1 0 0 0 0 2 0 3
"1067" 15 14 13 17 20 20 11 19
"1068" 8 7 1 6 9 7 5 1
"1069" 32 54 36 40 80 64 37 40
"1070" 1 7 2 7 1 3 2 1
"1071" 107 94 50 100 88 97 118 110
"1072" 0 0 0 0 0 0 0 0
"1073" 4 16 10 4 10 5 8 11
"1074" 0 0 0 0 0 0 0 0
"1075" 5 14 5 7 2 6 7 3
"1076" 0 0 0 0 0 0 0 0
"1077" 0 0 0 0 0 0 0 0
"1078" 19 24 25 24 27 33 23 24
"1079" 0 0 0 0 0 0 0 0
"1080" 5 12 10 18 13 16 14 20
"1081" 4 3 2 1 3 2 1 5
"1082" 6 18 20 21 24 20 23 24
"1083" 10 12 7 5 8 13 14 13
"1084" 58 101 59 69 76 78 97 110
"1085" 5 1 1 0 2 1 1 2
"1086" 37 45 38 29 24 23 30 55
"1087" 20 21 21 29 39 26 14 36
"1088" 42 92 40 98 101 79 66 99
"1089" 10 17 7 16 11 24 6 13
"1090" 7 8 7 4 20 15 15 15
"1091" 6 6 3 5 3 12 5 6
"1092" 0 0 0 0 0 0 0 0
"1093" 0 0 0 0 0 0 0 0
"1094" 9 24 21 11 14 16 13 27
"1095" 2 2 2 2 0 4 0 1
"1096" 10 10 11 7 11 11 7 14
"1097" 2 1 4 6 8 8 3 9
"1098" 22 27 25 30 24 37 28 29
"1099" 12 29 31 23 30 28 29 35
"1100" 1 1 2 1 3 0 2 4
"1101" 21 35 22 27 37 54 28 26
"1102" 16 27 39 35 67 34 31 45
"1103" 20 28 21 30 39 26 40 36
"1104" 3 6 4 3 7 7 3 5
"1105" 3 8 3 5 8 5 4 5
"1106" 5 2 3 8 9 5 7 8
"1107" 0 0 0 0 0 0 0 0
"1108" 33 40 17 30 37 42 46 38
"1109" 0 0 0 0 0 0 0 0
"1110" 80 33 59 45 94 85 107 65
"1111" 16 17 19 21 12 9 6 10
"1112" 0 0 0 0 0 0 0 0
"1113" 7 10 1 4 7 12 9 20
"1114" 12 16 24 30 32 18 22 41
"1115" 58 105 62 79 99 95 110 124
"1116" 63 61 46 64 42 118 88 57
"1117" 67 78 64 67 72 70 101 75
"1118" 2 8 3 8 11 10 10 8
"1119" 27 19 9 13 8 17 14 14
"1120" 20 36 15 34 27 41 33 36
"1121" 25 33 36 43 24 11 7 18
"1122" 129 182 121 167 169 221 199 143
"1123" 5 11 1 10 7 7 14 4
"1124" 15 36 22 34 20 20 32 46
"1125" 10 9 8 7 7 4 5 11
"1126" 3 5 3 5 5 6 5 5
"1127" 22 38 19 27 97 78 115 68
"1128" 0 0 0 0 0 0 0 0
"1129" 21 35 33 23 28 58 37 31
"1130" 0 0 0 0 0 0 0 0
"1131" 34 32 19 36 27 51 35 32
"1132" 0 0 0 0 0 0 0 0
"1133" 10 12 10 15 18 26 13 15
"1134" 16 13 23 16 19 26 10 31
"1135" 5 6 3 2 7 13 3 5
"1136" 19 20 24 20 27 36 46 42
"1137" 4 4 5 6 10 8 5 11
"1138" 5 5 5 3 5 2 2 5
"1139" 8 12 8 18 19 21 12 11
"1140" 0 0 0 0 0 0 0 0
"1141" 7 3 5 4 9 4 5 5
"1142" 5 10 5 3 11 13 6 6
"1143" 3 6 6 2 2 4 2 4
"1144" 36 49 23 39 55 36 22 40
"1145" 0 0 0 0 0 0 0 0
"1146" 103 100 72 141 149 187 186 158
"1147" 1 6 1 4 3 5 5 6
"1148" 0 0 0 0 0 0 0 0
"1149" 0 0 0 0 0 0 0 0
"1150" 31 37 14 42 32 56 54 32
"1151" 66 47 36 54 62 74 48 56
"1152" 10 18 9 10 16 22 17 14
"1153" 38 48 45 68 48 68 38 65
"1154" 6 5 7 9 15 4 7 9
"1155" 37 45 52 49 46 60 102 58
"1156" 25 31 21 22 37 41 21 31
"1157" 28 50 31 24 54 39 31 46
"1158" 0 0 0 0 0 0 0 0
"1159" 0 7 1 1 3 3 1 2
"1160" 0 0 0 0 0 0 0 0
"1161" 10 19 9 20 28 15 13 17
"1162" 32 25 26 23 24 26 29 19
"1163" 36 28 17 37 46 46 50 42
"1164" 1 4 2 1 2 4 1 3
"1165" 38 59 23 34 72 67 49 64
"1166" 9 10 16 18 15 9 14 16
"1167" 0 0 0 0 0 0 0 0
"1168" 8 10 9 11 17 15 10 28
"1169" 0 0 0 0 0 0 0 0
"1170" 8 11 17 5 13 17 8 12
"1171" 3 3 6 4 2 4 4 8
"1172" 0 0 0 0 0 0 0 0
"1173" 7 4 6 5 5 10 13 12
"1174" 11 8 11 13 12 13 11 12
"1175" 2 4 5 10 7 3 3 2
"1176" 3 1 0 2 1 0 0 2
"1177" 13 11 10 22 7 10 9 11
"1178" 110 130 105 124 117 225 81 163
"1179" 13 17 12 17 29 23 15 18
"1180" 12 17 7 13 15 18 25 28
"1181" 2 9 7 8 6 13 1 12
"1182" 4 0 0 5 7 4 7 1
"1183" 35 23 39 45 44 58 48 33
"1184" 2 2 3 1 4 4 6 6
"1185" 6 8 7 17 10 12 12 11
"1186" 0 1 2 1 4 5 9 5
"1187" 0 0 0 0 0 0 0 0
"1188" 18 35 18 18 34 21 24 19
"1189" 0 0 0 0 0 0 0 0
"1190" 0 0 0 0 0 0 0 0
"1191" 0 0 0 0 0 0 0 0
"1192" 0 0 0 0 0 0 0 0
"1193" 0 0 0 0 0 0 0 0
"1194" 35 54 21 39 70 39 39 45
"1195" 0 0 0 0 0 0 0 0
"1196" 0 0 0 0 0 0 0 0
"1197" 0 0 0 0 0 0 0 0
"1198" 5 13 9 18 9 11 13 11
"1199" 1 1 0 0 1 0 3 1
"1200" 19 11 13 11 35 26 16 22
"1201" 0 0 0 0 0 0 0 0
"1202" 66 93 62 83 117 83 54 87
"1203" 50 71 60 58 66 90 85 63
"1204" 3 6 6 9 6 13 8 9
"1205" 1 4 6 4 26 24 43 38
"1206" 4 5 6 17 9 17 10 10
"1207" 12 21 16 27 35 25 20 38
"1208" 6 9 0 7 3 8 12 2
"1209" 30 32 18 32 47 61 59 30
"1210" 8 15 11 11 20 14 14 13
"1211" 16 26 11 19 31 33 31 17
"1212" 4 2 1 3 10 2 0 4
"1213" 0 0 0 0 0 0 0 0
"1214" 0 0 0 0 0 0 0 0
"1215" 10 2 1 2 7 3 3 9
"1216" 46 77 48 71 94 91 50 113
"1217" 4 11 6 10 26 9 23 12
"1218" 0 0 0 0 0 0 0 0
"1219" 0 0 0 0 0 0 0 0
"1220" 4 7 2 3 5 7 4 5
"1221" 3 3 2 1 3 1 3 3
"1222" 4 12 7 13 4 12 13 11
"1223" 13 21 7 16 19 14 16 25
"1224" 12 17 7 22 12 17 10 25
"1225" 4 4 6 3 7 6 4 3
"1226" 4 6 7 5 5 6 4 4
"1227" 7 14 14 23 16 20 13 18
"1228" 4 1 2 2 6 4 5 4
"1229" 10 7 9 11 33 20 26 8
"1230" 0 0 0 0 0 0 0 0
"1231" 0 0 0 0 0 0 0 0
"1232" 4 6 1 6 5 6 3 7
"1233" 9 15 8 16 21 29 20 24
"1234" 0 0 0 0 0 0 0 0
"1235" 6 5 4 4 14 6 7 10
"1236" 2 1 1 3 2 3 0 2
"1237" 5 5 2 7 4 7 6 7
"1238" 2 5 4 4 5 6 5 3
"1239" 9 14 10 10 8 10 9 12
"1240" 18 28 15 21 27 33 14 32
"1241" 14 9 15 6 8 14 19 13
"1242" 2 3 3 1 6 2 3 3
"1243" 2 3 3 0 8 14 7 11
"1244" 17 28 18 26 16 12 10 8
"1245" 3 3 2 1 2 5 2 1
"1246" 15 6 8 8 7 7 9 4
"1247" 0 0 0 0 0 0 0 0
"1248" 0 0 0 0 0 0 0 0
"1249" 19 32 11 18 84 49 103 49
"1250" 0 0 0 1 1 3 2 3
"1251" 14 26 5 32 22 14 20 23
"1252" 8 5 7 5 10 5 10 5
"1253" 17 18 12 10 20 17 15 15
"1254" 13 9 10 17 10 14 10 15
"1255" 2 5 3 2 2 9 10 12
"1256" 4 11 5 5 10 9 7 7
"1257" 0 0 0 0 0 0 0 0
"1258" 3 4 2 2 3 7 1 5
"1259" 23 25 13 11 37 42 21 29
"1260" 10 25 15 19 18 21 29 17
"1261" 0 0 0 0 0 0 0 0
"1262" 0 2 4 6 4 4 6 6
"1263" 0 0 0 0 0 0 0 0
"1264" 19 36 28 36 49 37 53 35
"1265" 8 7 9 12 20 17 9 6
"1266" 0 0 0 0 0 0 0 0
"1267" 62 86 69 105 91 115 76 79
"1268" 1 2 3 2 1 4 4 1
"1269" 18 14 22 33 48 37 25 46
"1270" 4 8 2 7 18 30 17 23
"1271" 0 1 1 0 1 0 0 0
"1272" 0 0 0 0 0 0 0 0
"1273" 6 5 8 6 11 11 7 7
"1274" 37 23 31 25 36 35 31 59
"1275" 2 3 2 1 2 5 4 2
"1276" 0 0 0 0 0 0 0 0
"1277" 0 0 0 0 0 0 0 0
"1278" 59 64 51 68 79 52 70 51
"1279" 1 2 2 3 6 1 3 3
"1280" 2 5 1 8 3 3 5 3
"1281" 9 8 6 7 25 26 18 21
"1282" 0 0 0 0 0 0 0 0
"1283" 39 55 51 47 66 83 54 53
"1284" 21 29 21 33 39 37 38 41
"1285" 4 5 6 9 13 12 14 11
"1286" 0 0 0 0 0 0 0 0
"1287" 7 3 2 9 2 3 2 7
"1288" 3 5 5 6 8 5 9 13
"1289" 13 16 17 40 29 19 21 12
"1290" 7 17 17 30 18 19 15 22
"1291" 2 6 3 8 3 3 2 5
"1292" 9 10 7 11 8 10 10 8
"1293" 3 9 4 7 4 9 5 11
"1294" 0 0 0 0 0 0 0 0
"1295" 4 3 6 7 15 13 9 8
"1296" 3 2 2 0 5 4 4 6
"1297" 4 9 4 5 4 3 4 6
"1298" 3 4 11 13 14 10 5 10
"1299" 10 7 1 11 10 11 11 13
"1300" 0 0 0 0 0 0 0 0
"1301" 0 0 0 0 0 0 0 0
"1302" 3 9 4 3 6 11 6 5
"1303" 1 2 2 0 4 3 1 0
"1304" 0 0 0 0 0 0 0 0
"1305" 8 7 3 6 3 1 2 6
"1306" 51 74 48 65 74 51 53 73
"1307" 12 11 2 15 13 9 9 9
"1308" 8 17 11 16 12 17 19 22
"1309" 28 45 25 41 41 52 29 32
"1310" 2 2 4 8 3 5 2 0
"1311" 2 0 1 1 4 2 2 0
"1312" 0 8 3 2 31 38 45 34
"1313" 12 13 15 13 45 61 34 47
"1314" 49 32 46 29 54 36 63 41
"1315" 47 30 50 36 57 51 74 65
"1316" 11 8 7 17 21 38 23 30
"1317" 0 0 0 0 0 0 0 0
"1318" 14 7 8 11 11 18 13 6
"1319" 10 9 5 3 6 0 7 4
"1320" 3 4 3 5 3 4 5 1
"1321" 7 5 9 9 19 9 6 8
"1322" 1 13 2 3 5 4 3 5
"1323" 35 36 42 19 51 59 40 48
"1324" 3 7 7 8 15 9 10 6
"1325" 82 92 59 94 127 126 91 183
"1326" 0 0 0 0 0 0 0 0
"1327" 14 6 9 9 11 6 15 17
"1328" 0 0 0 0 0 0 0 0
"1329" 0 0 0 0 0 0 0 0
"1330" 126 104 75 149 86 142 128 146
"1331" 8 11 4 6 7 0 8 4
"1332" 263 420 269 345 246 369 263 262
"1333" 45 52 26 73 19 27 38 49
"1334" 47 61 60 30 37 76 52 63
"1335" 0 0 0 0 0 0 0 0
"1336" 0 0 0 0 0 0 0 0
"1337" 27 38 35 34 50 46 53 60
"1338" 4 1 5 0 4 6 1 5
"1339" 1 2 2 1 3 3 1 1
"1340" 0 0 0 0 0 0 0 0
"1341" 20 11 15 14 43 58 31 39
"1342" 12 20 18 17 28 36 18 20
"1343" 6 28 17 20 32 23 22 17
"1344" 9 12 6 7 16 6 7 18
"1345" 26 57 26 68 54 65 54 70
"1346" 7 13 10 9 14 14 15 10
"1347" 0 2 0 0 2 0 0 4
"1348" 5 7 5 8 4 6 4 6
"1349" 9 16 9 7 7 18 9 14
"1350" 4 2 1 2 3 3 4 4
"1351" 9 20 10 29 18 26 12 18
"1352" 35 45 31 59 48 68 53 76
"1353" 18 19 25 27 23 23 28 40
"1354" 1 3 0 4 2 4 1 2
"1355" 6 6 6 2 6 5 6 5
"1356" 9 9 16 4 5 12 13 17
"1357" 10 13 15 22 16 16 21 14
"1358" 14 9 10 14 4 4 6 6
"1359" 4 1 2 3 4 4 2 3
"1360" 28 13 18 12 23 32 20 27
"1361" 0 0 0 0 0 0 0 0
"1362" 15 17 7 10 14 20 15 16
"1363" 3 3 1 3 8 5 5 2
"1364" 47 79 43 55 51 37 51 52
"1365" 0 0 0 0 0 0 0 0
"1366" 37 28 22 37 41 17 34 16
"1367" 23 33 17 30 38 31 22 28
"1368" 0 0 0 0 0 0 0 0
"1369" 6 4 3 6 11 6 5 7
"1370" 0 0 0 0 0 0 0 0
"1371" 10 7 4 8 2 12 6 7
"1372" 23 27 12 10 16 21 23 23
"1373" 8 7 10 10 9 8 12 8
"1374" 14 19 13 28 29 26 28 12
"1375" 4 9 5 8 10 2 7 10
